species
Eluma caelata
Fenusella wuestneii
Oedemopsis scabricula
Phytocoris ulmi
Samia ricini
Agrostis vinealis
Drosera anglica
Ipomoea batatas
Rubus lesdainii
Ranunculus fluitans
Agenioideus sericeus
Hesperia comma
Lathyrus vernus
Holocentropus dubius
Valerianella rimosa
Conocephalus fuscus
Rosa carolina
Potentilla indica
Sigara scotti
Solanum chenopodioides
Blattella germanica
Eupteryx stachydearum
Puffinus griseus
Nemobius sylvestris
Acer pseudoplatanus
Hasarius adansoni
Nassella tenuissima
Oenothera laciniata
Carex montana
Isolepis setacea
Lophophorus impejanus
Lasioglossum lucidulum
Iduna rama
Phleum paniculatum
Cyrtomium falcatum
Verbascum speciosum
Linaria arvensis
Pavo cristatus
Stroggylocephalus livens
Adelphocoris ticinensis
Donax serra
Eleocharis ovata
Chloriona unicolor
Emberiza schoeniclus
Bromus rigidus
Echinogammarus berilloni
Glycine max
Silene uniflora
Hydrocotyle vulgaris
Agnocoris rubicundus
Linaria supina
Scolopostethus puberulus
Polemonium caeruleum
Chelidonium majus
Grus grus
Campanula rotundifolia
Vezdaea leprosa
Acer buergerianum
Pontania triandrae
Cordulegaster boltonii
Edwardsiana flavescens
Tectura virginea
Coccinella septempunctata
Ctenocephalides felis
Glareola pratincola
Malva thuringiaca
Muscicapa striata
Briza media
Schoenoplectus pungens
Cortaderia selloana
Colpognathus celerator
Iris pseudacorus
Pieris brassicae
Malva alcea
Veronica orchidea
Carduus crispus
Medicago arabica
Ribautodelphax imitans
Trypoxylon attenuatum
Mimesa bruxellensis
Tenthredopsis tessellata
Potamogeton perfoliatus
Stromboceros delicatulus
Phacelia campanularia
Verbascum pulverulentum
Venericardia orbicularis
Crossocerus ovalis
Utricularia minor
Hygromia cinctella
Emberiza hortulana
Eribolus hungaricus
Hylaeus communis
Neoxorides collaris
Epilobium lamyi
Raja microocellata
Scyliorhinus stellaris
Lasioglossum semilucens
Lolium multiflorum
Rumex longifolius
Ornithogalum pyramidale
Trifolium incarnatum
Delectopecten vitreus
Scolopostethus affinis
Patchiella reaumuri
Lauritrioza alacris
Ichneumon primatorius
Liguropia juniperi
Cenchrus flaccidus
Cygnus melancoryphus
Nemurella pictetii
Melilotus altissimus
Cedrus atlantica
Iberis sempervirens
Festuca guestfalica
Adiantum raddianum
Pamphilius inanitus
Melanitta fusca
Haliclona xena
Strongylognathus testaceus
Galeopsis segetum
Melospiza melodia
Alle alle
Nasturtium officinale
Lepidium coronopus
Picea sitchensis
Scardinius erythrophthalmus
Pseudochorthippus montanus
Silybum marianum
Ischnus inquisitorius
Craesus latipes
Lamium galeobdolon
Aneugmenus padi
Laelius femoralis
Cyclospermum leptophyllum
Glebionis coronaria
Carpobrotus edulis
Vigna radiata
Grus canadensis
Pinthaeus sanguinipes
Eurygaster testudinaria
Leuciscus aspius
Sesamum indicum
Carcinus maenas
Salix multinervis
Rhogogaster dryas
Riparia riparia
Cephalanthera longifolia
Carex diandra
Orthotylus ericetorum
Athalia cornubiae
Criomorphus albomarginatus
Chlorochroa pinicola
Regulus ignicapilla
Mentha villosa
Ipomoea lacunosa
Nuphar lutea
Barnardius zonarius
Panorpa alpina
Chlorophytum comosum
Stenocranus longipennis
Cymus claviculus
Nematus olfaciens
Anser indicus x Branta leucopsis
Juncus striatus
Lappula squarrosa
Amorpha fruticosa
Vincetoxicum nigrum
Rubus affinis
Yucca gloriosa
Sphagnum fallax
Euphorbia esula
Hylaeus brevicornis
Anax imperator
Cladardis elongatula
Falco columbarius
Anthophora plumipes
Agapornis fischeri
Kolbia quisquiliarum
Platycnemis pennipes
Gentiana lutea
Sedum rubens
Amaranthus deflexus
Periphyllus hirticornis
Claytonia sibirica
Monsoma pulveratum
Kniphofia praecox
Lestica clypeata
Plectrocnemia brevis
Lepidium ruderale
Hieracium pulmonarioides
Trifolium echinatum
Solanum decipiens
Artemisia maritima
Rubus rosaceus
Osmia rufa
Pelodiscus sinensis
Myiopsitta monachus
Lycopsis arvensis
Rhyssella approximator
Crocosmia crocosmiiflora
Rhopalosiphum padi
Elatine hexandra
Nymphalis polychloros
Kaltenbachiella pallida
Orthotylus caprai
Cotinus coggygria
Ranunculus polyanthemos
Parthenocissus quinquefolia
Spiraea tomentosa
Phyllaphis fagi
Ceratina cyanea
Coriomeris scabricornis
Metreletus balcanicus
Perovskia atriplicifolia
Rosa spinosissima
Salix eriocephala
Rosa pseudoscabriuscula
Opsius stactogalus
Cyperus fuscus
Phylloscopus humei
Drymus brunneus
Porcellio spinicornis
Hedychridium roseum
Coenagrion scitulum
Molanna angustata
Viola riviniana
Turgenia latifolia
Wachsmannia spathiiformis
Megarhyssa superba
Araschnia levana
Rhagoletis completa
Lysimachia nemorum
Andricus aries
Coccyzus americanus
Euscelis distinguendus
Tripolium pannonicum
Melitta nigricans
Anthocoris minki
Stenophylax lateralis
Centaurea nigra
Aedes japonicus
Viola hederacea
Datura ferox
Locustella luscinioides
Mocydia crocea
Trichoniscoides sarsi
Solanum americanum
Neureclipsis bimaculata
Zygina hyperici
Honckenya peploides
Andricus quercuscorticis
Thaumatotibia leucotreta
Salix pentandra
Leuctra geniculata
Asclepias speciosa
Cynips divisa
Eoferreola rhombica
Arctium tomentosum
Haplothrips leucanthemi
Chaerophyllum byzantinum
Senecio inaequidens
Stellaria nemorum
Rubus rufescens
Achillea nobilis
Mareca strepera x Anas platyrhynchos
Engraulis encrasicolus
Pinus sylvestris
Rosa deseglisei
Lolium perenne
Chenonetta jubata
Trichadenotecnum majus
Xenopus laevis
Centaurea nemoralis
Myriophyllum aquaticum
Rubus calvus
Anarhichas lupus
Gerris thoracicus
Saissetia oleae
Alisterus scapularis
Anthus pratensis
Euphorbia paralias
Troilus luridus
Phleum pratense
Symphyotrichum lateriflorum
Pagellus bogaraveo
Philanthus triangulum
Aequipecten wagenaari
Phylus coryli
Ageratum houstonianum
Thyreus orbatus
Orobanche caryophyllacea
Eudocimus ruber
Euplectes orix
Chremistica mixta
Salix exigua
Calocephalus brownii
Arcyria incarnata
Scandix pecten-veneris
Juncus anceps
Phragmites australis
Bombus ruderarius
Rubus furvicolor
Psilolechia lucida
Ambrosia psilostachya
Conura xanthostigma
Eriosoma lanuginosum
Gracilaria vermiculophylla
Trifolium vesiculosum
Geranium sanguineum
Gasteruption assectator
Mytilopsis leucophaeata
Evagetes crassicornis
Fraxinus ornus
Psychomyia pusilla
Brachypodium sylvaticum
Formica picea
Schizopyga circulator
Maniola jurtina
Hordeum distichon
Cotoneaster foveolatus
Artemisia princeps
Limnephilus affinis
Macrophya annulata
Oligotricha striata
Phylloscopus trochilus
Juncus bulbosus
Halecania viridescens
Tritomegas sexmaculatus
Tachymarptis melba
Egretta novaehollandiae
Rubus geniculatus
Chloephaga poliocephala
Haltichella rufipes
Caylusea abyssinica
Fraxinus excelsior
Gibbula octosulcata
Balistes capriscus
Arge ochropus
Nepa cinerea
Eupteryx notata
Oenothera moravica
Vespula austriaca
Xorides sepulchralis
Crossocerus palmipes
Cardamine pratensis
Scutigera coleoptrata
Euphorbia amygdaloides
Andrena proxima
Hesperibalanus fallax
Rubiconia intermedia
Malva punctata
Dichondra argentea
Cephaloziella divaricata
Elipsocus abdominalis
Dahlia cultorum
Choisya ternata
Rubus tricolor
Ceratophyllum submersum
Trapa natans
Mimulus ringens
Elaeagnus umbellata
Myrmica scabrinodis
Trigonella caelesyriaca
Reseda phyteuma
Pimpla contemplator
Cladrastis kentukea
Scolioneura betuleti
Rubus poliothyrsus
Alopochen aegyptiaca
Neuroterus anthracinus
Juncus canadensis
Vicia lathyroides
Juncus tenuis
Andrena praecox
Primula digenea
Psittacula eupatria
Eutomostethus ephippium
Hydrangea arborescens
Odontothrips confusus
Corixa dentipes
Omocestus viridulus
Phyllonorycter robiniella
Dolichomitus mesocentrus
Rubus odoratus
Ischnura elegans
Rhodeus amarus
Legousia speculum-veneris
Glechoma hederacea
Zelkova serrata
Metrioptera brachyptera
Deraeocoris olivaceus
Potamogeton compressus
Andrena denticulata
Thalictrum lucidum
Carex extensa
Lasioglossum pygmaeum
Bubo scandiacus
Nomada stigma
Blepharidopterus angulatus
Culicoides pictipennis
Mazus miquelii
Tenthredo livida
Carex otrubae
Tragopogon pratensis
Amaranthus blitoides
Oecetis lacustris
Delphinium ajacis
Persicaria lapathifolia
Lecanora handelii
Sparganium angustifolium
Aeolothrips ericae
Coelioxys alata
Dipsacus pilosus
Polygonum oxyspermum
Lamprotornis superbus
Bryocoris pteridis
Callajoppa exaltatoria
Plantago arenaria
Amaranthus standleyanus
Nasturtium microphyllum
Aglais io
Eobania vermiculata
Cynara scolymus
Veronica triphyllos
Procyon lotor
Myrmecina graminicola
Rosa micrantha
Capsella bursa-pastoris
Apis mellifera
Solanum villosum
Stellaria graminea
Avena nuda
Campanula patula
Myosotis alpestris
Crambe hispanica
Torilis arvensis
Arabis planisiliqua
Psammotettix putoni
Sitta europaea
Gallinago gallinago
Acantholyda hieroglyphica
Andricus solitarius
Tringa glareola
Saldula pilosella
Tremulicerus distinguendus
Chroicocephalus philadelphia
Antirrhinum majus
Guizotia scabra
Lissotriton helveticus
Oxalis tetraphylla
Oenothera rubricalyx
Fulica atra
Nucella lapillus
Diphyus salicatorius
Timoclea ovata
Mentha longifolia
Marionfyfea adventor
Salix triandra
Geranium renardii
Dryopteris dilatata
Aphis jacobaeae
Carex disticha
Crithagra mozambica
Centaurium littorale
Ruta graveolens
Xylocopa violacea
Trifolium michelianum
Bombus hortorum
Senecio squalidus
Sympetrum danae
Tenthredo bifasciata
Ipomoea coccinea
Enicospilus ramidulus
Orthezia urticae
Chrysolina americana
Quercus petraea
Geranium molle
Armeria arenaria
Rhopalosiphum nymphaeae
Netta rufina
Cephus nigrinus
Chlamydatus pullus
Gasterosteus aculeatus
Parentucellia latifolia
Allium nigrum
Cleonymus laticornis
Aphis viburni
Chenopodiastrum hybridum
Lasioglossum nitidulum
Dolichovespula saxonica
Rhamnus cathartica
Tettigometra virescens
Rubus horrefactus
Symphytum grandiflorum
Fatsia japonica
Melita nitida
Blitum capitatum
Rubus proiectus
Gelis agilis
Ribes divaricatum
Lolium temulentum
Modiolus modiolus
Polyommatus icarus
Polymerus nigritus
Tringa erythropus
Antithamnionella ternifolia
Aphelocheirus aestivalis
Nicoletia phytophila
Oncopsis appendiculata
Rhopalus maculatus
Mocydiopsis attenuata
Carassius gibelio
Senecio vernalis
Eleocharis multicaulis
Euclidium syriacum
Rubus hypomalacus
Dactylorhiza incarnata
Halosalda lateralis
Azelia cilipes
Papaver orientale
Charadrius alexandrinus
Hyacinthoides massartiana
Sufetula diminutalis
Carex flacca
Stachys ambigua
Arytaina genistae
Thrips urticae
Theronia atalantae
Orthotylus virescens
Aeolothrips albicinctus
Stephanus serrator
Dactylis glomerata
Danthonia decumbens
Athalia circularis
Thrips flavus
Lanius phoenicuroides
Senecio sarracenicus
Sedum acre
Solanum aethiopicum
Hoplitis leucomelana
Gentiana pneumonanthe
Dysaphis plantaginea
Epilobium hirsutum
Urocerus augur
Zingeria pisidica
Fulmarus glacialis
Coranus subapterus
Rubus foliosus
Boreotrophon truncatus
Gunnera tinctoria
Cicadula flori
Myriophyllum spicatum
Eurydema ornata
Emberiza rustica
Medicago varia
Streptanus marginatus
Erigeron muralis
Lecania rabenhorstii
Mnium stellare
Aulacorthum solani
Ipheion uniflorum
Chamaemelum nobile
Pilosella caespitosa
Maianthemum stellatum
Aglais urticae
Mahonia eurybracteata
Salvelinus fontinalis
Tenthredo vespa
Gafrarium pectinatum
Littorella uniflora
Bombycilla japonica
Metopoplax ditomoides
Sphecodes geoffrellus
Heliotropium suaveolens
Psen ater
Anas falcata
Polyozosia hagenii
Trifolium alexandrinum
Melilotus indicus
Wolffia arrhiza
Coenagrion puella
Nymphoides peltata
Kelisia irregulata
Passer montanus
Senecio ovatus
Dianthus armeria
Cryptus viduatorius
Oncotylus viridiflavus
Rumex stenophyllus
Bombus campestris
Vicia pubescens
Kalimeris incisa
Euonymus alatus
Malcolmia flexuosa
Elampus panzeri
Moerella donacina
Telekia speciosa
Sehirus morio
Nomada fucata
Sporobolus townsendii
Lepisma saccharinum
Diplazon tetragonus
Cichorium calvum
Thrips pillichi
Ceratophyllus styx
Rubus henrici-weberi
Egretta garzetta
Stylops ater
Graptopeltus lynceus
Anas rubripes
Angelica sylvestris
Sisymbrium austriacum
Limnephilus decipiens
Andricus testaceipes
Hoplismenus axillatorius
Euphorbia heterophylla
Boettgerilla pallens
Juncus dudleyi
Myosotis laxa
Melampyrum pratense
Thalictrum minus
Tenthredo fagi
Rhopalus subrufus
Bucculatrix chrysanthemella
Helianthemum nummularium
Cimbex fagi
Bromus ferronii
Coelioxys mandibularis
Vanessa atalanta
Cochlearia officinalis
Paronychia argentea
Catapodium marinum
Nomada zonata
Sciocoris homalonotus
Megalonotus dilatatus
Macropsis fuscula
Brassica nigra
Cameraria gaultheriella
Valenzuela flavidus
Dryopteris filix-mas
Anoplius alpinobalticus
Frankliniella nigriventris
Struthiopteris spicant
Pycnonotus cafer
Limnephilus extricatus
Brachycolus cucubali
Tenthredopsis friesei
Echinochloa esculenta
Orobanche minor
Oecetis testacea
Ectemnius rubicola
Erythromma lindenii
Nineta vittata
Leymus arenarius
Cyrnus trimaculatus
Lythrum hyssopifolia
Claytonia perfoliata
Ecnomus tenellus
Pulmonaria longifolia
Leptophlebia vespertina
Stenodema laevigata
Elymus obtusiusculus
Buddleja albiflora
Tenthredo zona
Delphax hemiptera
Turdus philomelos
Verbascum densiflorum
Batracomorphus allionii
Andricus kollari
Amphorophora idaei
Salda littoralis
Pelargonium candicans
Chrysogonum virginianum
Ctenolepisma lineata
Saemundssonia lari
Salix erythroclados
Astragalus cicer
Hydrocharis morsus-ranae
Ectopsocus briggsi
Sturnus unicolor
Rorippa amphibia
Lotus maritimus
Pyrgus malvae
Megachile alpicola
Larus michahellis
Diplodonta brocchii
Secale derzhavinii
Hylaeus styriacus
Anas capensis
Gonocerus acuteangulatus
Vicia tenuifolia
Mustelus asterias
Pelecanus onocrotalus
Caliroa varipes
Oenanthe aquatica
Musa basjoo
Delichon urbicum
Styphnolobium japonicum
Doratura homophyla
Lycopodiella inundata
Philadelphus pubescens
Dasiphora davurica
Bombus ruderatus
Tenthredo arcuata
Callonetta leucophrys
Branta hutchinsii
Aphanes australis
Ageratina altissima
Sigara lateralis
Amblyteles armatorius
Potamogeton alpinus
Polititapes rhomboides
Heterotoma planicornis
Veronica opaca
Athalia cordata
Silene dichotoma
Euphorbia serpens
Eremocoris plebejus
Hoplismenus bispinatorius
Sphecodes pellucidus
Equisetum hyemale
Meconema thalassinum
Dromaius novaehollandiae
Pica pica
Isatis tinctoria
Priocnemis minuta
Philaeus chrysops
Andrena mitis
Psenulus chevrieri
Phyllocolpa scotaspis
Ruscus aculeatus
Goodyera repens
Loxia pytyopsittacus
Sambucus ebulus
Capsicum annuum
Viridicerus ustulatus
Tachysphex nitidus
Glandularia aristigera
Calystegia soldanella
Gilia achilleifolia
Phalaris arundinacea
Micromus variegatus
Polystichum acrostichoides
Stachys arvensis
Bubulcus ibis
Alisma plantago-aquatica
Trifolium repens
Limecola balthica
Solidago gigantea
Saxicola rubetra
Valeriana officinalis
Malva pusilla
Kybos limpidus
Cryptocheilus notatus
Trifolium sylvaticum
Cerastoderma edule
Celastrus orbiculatus
Myosotis scorpioides
Phryganea bipunctata
Phalaris paradoxa
Plegadis ridgwayi
Euphorbia stricta
Neckera complanata
Emarginula crassa
Trioza urticae
Epidalea calamita
Netelia testacea
Aguriahana germari
Graphosoma italicum
Silene dioica
Gammarus tigrinus
Drosanthemum floribundum
Prunus fruticans
Scrophularia umbrosa
Coriomeris denticulatus
Ichneumon stramentor
Allium sphaerocephalon
Hieracium sabaudum
Leucorrhinia pectoralis
Athalia liberta
Andrena varians
Argiope bruennichi
Anser cygnoides x Branta canadensis
Cyperus imbricatus
Helianthemum apenninum
Eichhornia crassipes
Filago lutescens
Polypodium cambricum
Pristiphora rufipes
Stigmaeopsis nanjingensis
Pluvialis fulva
Uroleucon cirsii
Andricus foecundatrix
Cyclopterus lumpus
Bispira polyomma
Lotus tenuis
Trichiosoma tibiale
Opheltes glaucopterus
Cettia cetti
Chamaepsylla hartigii
Culicoides delta
Gaultheria procumbens
Sarracenia rubra
Cardita planicostata
Thuja occidentalis
Psenulus laevigatus
Rhynchalastor bluethgeni
Forficula auricularia
Hypericum montanum
Ammophila arenaria
Enoplops scapha
Valenzuela corsicus
Veronica cymbalaria
Rubus nemorensis
Nicotiana forgetiana
Potentilla inclinata
Papaver dubium x rhoeas
Coronilla scorpioides
Eupteryx melissae
Aegopodium podagraria
Alchemilla glabra
Graphosoma lineatum
Sturnia pagodarum
Brachypodium pinnatum
Athripsodes cinereus
Scolymus hispanicus
Elymus athericus
Ancistrocerus dusmetiolus
Sterna hirundo
Euonymus europaeus
Lophius piscatorius
Potentilla recta
Plagiognathus fulvipennis
Euroleon nostras
Carex distans
Ametastegia tenera
Bupleurum tenuissimum
Oxalis dillenii
Oxalis acetosella
Centaurea decipiens
Saxicola maurus
Halictus maculatus
Lygocoris rugicollis
Blennocampa phyllocolpa
Priocnemis perturbator
Thlaspi arvense
Trommsdorffia maculata
Leuctra nigra
Nomada baccata
Chaenorhinum origanifolium
Achillea virescens
Phacelia tanacetifolia
Melanoides tuberculata
Myrmeleon formicarius
Sasa veitchii
Quercus cerris
Senecio paludosus
Kelisia sima
Andricus quercusramuli
Microplitis ocellatae
Amaranthus viridis
Ranunculus hederaceus
Myzus ornatus
Hibiscus sabdariffa
Carduus acanthoides
Elaeagnus multiflora
Sisymbrium officinale
Aeshna grandis
Dama dama
Ophion scutellaris
Melanargia galathea
Megalocoleus tanaceti
Gasteruption caucasicum
Arocephalus punctum
Lasioglossum pauxillum
Acanthus spinosus
Spilomena curruca
Aloe vera
Rubus polyanthemus
Deutzia scabra
Gymnorhina tibicen
Threskiornis aethiopicus
Buglossoides arvensis
Onychognathus tristramii
Loensia fasciata
Dicranella heteromalla
Lestes viridis
Entomognathus brevis
Dryocopus martius
Athripsodes albifrons
Nomada striata
Catabrosa aquatica
Gorytes quinquecinctus
Anser brachyrhynchus
Tadorna variegata
Teuchophorus spinigerellus
Vicia villosa
Pulmonaria saccharata
Chrysosplenium oppositifolium
Alchemilla mollis
Macrosiphoniella artemisiae
Potamogeton friesii
Zyginella pulchra
Lithospermum officinale
Metatropis rufescens
Rubus euryanthemus
Stauropoctonus bombycivorus
Crataegus laevigata
Sherardia arvensis
Corvus frugilegus
Oecanthus pellucens
Hoplocampa fulvicornis
Motacilla flava
Larus marinus
Plantago maritima
Holosteum umbellatum
Craterium concinnum
Dryobates minor
Chrysopidia ciliata
Trypoxylon figulus
Ficus carica
Gnaphalium uliginosum
Rubus braeuckeriformis
Limnephilus vittatus
Stenopelmus rufinasus
Dolerus liogaster
Trochus maculatus
Nematus vicinus
Monocorophium sextonae
Vicia lutea
Campylopus introflexus
Silene chalcedonica
Grammotaulius nigropunctatus
Ceratitis capitata
Phalaris aquatica
Lasioglossum quadrinotatulum
Sagina nodosa
Lactuca perennis
Gari fervensis
Emberiza cia
Acalypta carinata
Eutomostethus luteiventris
Juncus gerardii
Thuja plicata
Urtica membranacea
Lyctus cavicollis
Anguilla anguilla
Strongylogaster multifasciata
Artemisia biennis
Jacquemontia tamnifolia
Marchantia quadrata
Mareca penelope x Anas platyrhynchos
Cotoneaster watereri
Macrosiphoniella millefolii
Palomena viridissima
Populus jackii
Hylaeus dilatatus
Rubus winteri
Stelis ornatula
Comarum palustre
Chrysis pseudobrevitarsis
Pygostolus sticticus
Hyacinthoides hispanica
Spathocera dalmanii
Fissidens dubius
Leiothrix lutea
Anthus petrosus
Lathyrus sativus
Acipenser sturio
Zygina tiliae
Stelis breviuscula
Brachiaria ramosa
Tribulus terrestris
Myrrhis odorata
Scaphander lignarius
Serratella ignita
Emberiza leucocephalos
Hydropsyche siltalai
Pseudomalus triangulifer
Periclista albida
Hermetia illucens
Rumex triangulivalvis
Xema sabini
Lampropeltis getula
Evagetes pectinipes
Ulmus hollandica
Scrobicularia plana
Adalia bipunctata
Heterocordylus tibialis
Eragrostis mexicana
Helianthus annuus
Eremocoris abietis
Aphis schneideri
Arocatus roeselii
Symphyotrichum tradescantii
Salvia officinalis
Osmunda regalis
Culex pipiens
Papaver nudicaule
Aphanes arvensis
Tuberculatus annulatus
Sagina japonica
Cetema myopinum
Epipactis palustris
Cotoneaster coriaceus
Edwardsiana crataegi
Aulacus striatus
Culicoides newsteadi
Banchus volutatorius
Pyracantha fortuneana
Oxalis articulata
Erysimum cheiri
Arvicola amphibius
Holcogaster fibulata
Hoplitis tridentata
Ornithogalum pyrenaicum
Luronium natans
Anthus campestris
Carex morrowii
Cenchrus alopecuroides
Amazona amazonica
Rachispoda spuleri
Xestophanes potentillae
Linum usitatissimum
Ligularia przewalskii
Berberis thunbergii
Fenusella glaucopis
Ranatra linearis
Salix acutifolia
Tenthredo omissa
Ranunculus sardous
Lathyrus linifolius
Macrodema microptera
Profenusa thomsoni
Spinolia unicolor
Lasioglossum sexnotatum
Lavandula dentata
Linaria triornithophora
Callidiellum rufipennis
Ardea purpurea
Aconitum napellus
Arachnospila minutula
Artemisia abrotanum
Steatoda nobilis
Ipomoea hederacea
Leucanthemum vulgare
Chrysis indigotea
Apechthis rufata
Viola palustris
Omphalodes verna
Oenanthe crocata
Helianthus pauciflorus
Macomopsis melo
Aquila fasciata
Poicephalus cryptoxanthus
Dysphania pumilio
Lasius emarginatus
Silurus glanis
Merlangius merlangus
Dolerus triplicatus
Sida spinosa
Limothrips cerealium
Arachnospila wesmaeli
Agapornis canus
Oedipoda germanica
Hordeum jubatum
Eucera nigrescens
Micarea pycnidiophora
Melitaea cinxia
Caprimulgus europaeus
Charonia lampas
Bellis perennis
Pimpla rufipes
Cadra calidella
Cuscuta epilinum
Rubus drymophilus
Narcissus tazetta
Lonicera etrusca
Petunia integrifolia
Allium ramosum
Ipomoea cairica
Vicia cracca
Platygaster robiniae
Cladonia polydactyla
Pseudotsuga menziesii
Malcolmia africana
Polygonatum multiflorum
Scrophularia canina
Aradus depressus
Macrosaldula scotica
Diuraphis agrostidis
Proctotrupes brachypterus
Oenanthe pleschanka
Clambus simsoni
Galium sylvaticum
Illecebrum verticillatum
Flaveria trinervia
Cephalcia arvensis
Graphopsocus cruciatus
Calypogeia arguta
Asparagus officinalis
Platycodon grandiflorus
Rhopalus parumpunctatus
Asterodiaspis variolosa
Erigeron annuus
Pamphilius alternans
Ondatra zibethicus
Cimbex femoratus
Datura stramonium
Ctenichneumon inspector
Rubus lindleianus
Helosciadium nodiflorum
Tritomegas bicolor
Cordioniscus stebbingi
Ranunculus circinatus
Macropsis fuscinervis
Spergularia media
Leptothorax muscorum
Pentanema salicinum
Acer campestre
Abies homolepis
Hylaeus leptocephalus
Saxicola torquatus
Heliopsis helianthoides
Cicuta virosa
Rubus leucandrus
Bromus inermis
Phedimus hybridus
Lactuca sativa
Hypoponera punctatissima
Asplenium fontanum
Diastrophus rubi
Cuscuta europaea
Ancistrocerus antilope
Pseudofumaria alba
Taraxacum tortilobum
Cordulia aenea
Plantago afra
Hemerobius pini
Simnia spelta
Myrmecoris gracilis
Caenis robusta
Panicum hillmanii
Morimus asper
Berula erecta
Eumodicogryllus bordigalensis
Eschscholzia californica
Tachytes panzeri
Luzula campestris
Vespa orientalis
Bromus racemosus
Rubus eifeliensis
Tamarix parviflora
Atlantoraphidia maculicollis
Pastor roseus
Cipangopaludina chinensis
Sedum mexicanum
Silene stricta
Agropyron cristatum
Heracleum mantegazzianum
Anthus godlewskii
Eragrostis multicaulis
Nomada ferruginata
Coccinella miranda
Arma custos
Parapiesma quadratum
Geranium pusillum
Pegusa lascaris
Philadelphus coronarius
Ophion minutus
Themira annulipes
Adiantum aleuticum
Euphorbia dulcis
Platycercus elegans
Chorispora tenella
Cacopsylla melanoneura
Barichneumon derogator
Syringa josikaea
Pseudomalus pusillus
Acompocoris alpinus
Gorytes fallax
Trigonella balansae
Chirothrips hamatus
Hoplismenus bidentatus
Sepsis flavimana
Blitum bonus-henricus
Lolium elongatum
Daphne laureola
Pilophorus clavatus
Oligostomis reticulata
Crambe maritima
Corbicula fluminea
Tauraco persa
Pentanema conyzae
Lilioceris lilii
Cirsium heterophyllum
Rhinanthus alectorolophus
Passaloecus clypealis
Colopha compressa
Itoplectis alternans
Oenothera oehlkersii
Rostraria cristata
Ferreola handschini
Hylaeus cornutus
Artemisia annua
Macrosiphum albifrons
Vicia lens
Arachis hypogaea
Quercus rubra
Miscanthus sinensis
Achillea millefolium
Phelipanche ramosa
Allium carinatum
Medicago truncatula
Cerceris arenaria
Crataegus monogyna x rhipidophylla
Linaria cannabina
Tuponia brevirostris
Otophorus haemorrhoidalis
Stenocranus major
Soliva sessilis
Arcopagia crassa
Trifolium micranthum
Estrilda astrild
Sterna forsteri
Hypericum inodorum
Dactylorhiza maculata
Stroggylocephalus agrestis
Alyssum montanum
Himacerus mirmicoides
Impatiens noli-tangere
Macrophya ribis
Leucanthemum maximum
Populicerus laminatus
Andricus inflator
Salix forbyana
Teuchophorus calcaratus
Libellula quadrimaculata
Triglochin palustris
Sequoiadendron giganteum
Lupinus angustifolius
Teuchophorus monacanthus
Neophema pulchella
Carpodacus sibiricus
Tulipa sylvestris
Leptophyes punctatissima
Erigeron canadensis
Caryopteris incana
Culex territans
Brassica barrelieri
Carex lasiocarpa
Populicerus confusus
Cymus aurescens
Berberis darwinii
Haplophthalmus danicus
Strongylogaster mixta
Sphecodes puncticeps
Encalypta streptocarpa
Temnostethus pusillus
Monardis plana
Prunus virginiana
Anas cyanoptera
Charadrius dubius
Sphecodes ephippius
Manihot grahamii
Vespula rufa
Amelanchier ovalis
Acer monspessulanum
Grammotaulius nitidus
Eriophorum gracile
Graptostethus servus
Asperugo procumbens
Platanthera bifolia
Xorides filiformis
Geranium carolinianum
Chelicorophium curvispinum
Heteropterus morpheus
Sparganium erectum
Rubus prei
Galium pomeranicum
Xorides praecatorius
Platycleis albopunctata
Bromus commutatus
Alebra albostriella
Moricandia arvensis
Oxybasis glauca
Cytisus scoparius
Ctenochares bicolorus
Tagetes erecta
Cuscuta pentagona
Crossocerus tarsatus
Venerupis corrugata
Calidris temminckii
Plegadis falcinellus
Terebra inversa
Agrostemma brachyloba
Lasius bicornis
Corizus hyoscyami
Vicia narbonensis
Euonymus latifolius
Arabidopsis halleri
Dolycoris baccarum
Phoeniconaias minor
Armadillidium opacum
Psenulus fuscipennis
Elanus caeruleus
Geranium divaricatum
Limnephilus ignavus
Pteris multifida
Tromatobia lineatoria
Scilla bifolia
Stenichneumon culpator
Blaniulus dollfusi
Rumex persicarioides
Stictopleurus crassicornis
Macrophya rufipes
Cerastium diffusum
Esox lucius
Anthidiellum strigatum
Macrosteles laevis
Andrena angustior
Manihot esculenta
Dianthus plumarius
Solidago altissima
Leonurus quinquelobatus
Descurainia sophia
Taraxacum vulgare
Cupido argiades
Andrena gravida
Arthonia molendoi
Riccardia chamedryfolia
Mimumesa dahlbomi
Orobanche flava
Cystopteris fragilis
Tetrix ceperoi
Myosotis stricta
Oxyethira flavicornis
Phanacis taraxaci
Oenothera parviflora
Persicaria hydropiper
Brassica carinata
Baetis fuscatus
Gobius paganellus
Sprattus sprattus
Schoenoplectus carinatus
Alonsoa linearis
Metallus pumilus
Neophilaenus campestris
Petricola laminosa
Calocoris affinis
Haplothrips kurdjumovi
Aythya ferina
Cynodon dactylon
Limnephilus elegans
Ephedra intermedia
Apatura ilia
Lasiosomus enervis
Notonecta maculata
Lasius mixtus
Nomada sheppardana
Porzana porzana
Sesbania herbacea
Cucurbita ficifolia
